X,Y,Z
0.1794885,0.9644971,0.005916405
0.5126202,0.8310199,-0.1045647
0.1835457,0.9635369,0.02125482
0.5197492,0.8294257,-0.07864005
0.188991,0.9616876,0.04392271
0.5293209,0.8259932,-0.04074594
0.1951193,0.9586526,0.0719149
0.587826,0.788309,-0.02359078
0.2008675,0.9546004,0.1010977
0.5980178,0.7804182,0.02646807
0.2006564,0.9547458,0.09443916
0.6050354,0.772053,0.06898225
0.1305552,0.9709263,0.0531126
0.6074774,0.7650995,0.09904075
0.1213594,0.9722227,-0.01326638
0.5515378,0.7979204,0.1150195
0.1148553,0.9698308,-0.0617844
0.5483255,0.7976288,0.117062
0.1790624,0.955176,-0.07009196
0.5459406,0.7989077,0.1134042
0.1812498,0.9548881,-0.07632019
0.5450776,0.801479,0.1042267
0.1873716,0.9558586,-0.06943725
0.5458136,0.8050778,0.08895852
0.1972666,0.9575008,-0.04983988
0.5475572,0.8093935,0.06624939
0.1419542,0.970308,-0.0488676
0.6012495,0.7752063,0.06321349
0.1595061,0.9698917,0.01542289
0.6012536,0.7801023,0.03432095
0.2374927,0.9481877,0.09365499
0.5109481,0.8407385,0.05371851
0.1864529,-0.953539,-0.1339366
-0.1686135,-0.5998445,-0.38779
0.0846974,-0.5972598,-0.4180243
-0.1935135,-0.9574161,-0.08858499
0.1864554,-0.9535387,-0.1339369
-0.1935114,-0.9574162,-0.08858543
0.186456,-0.9535385,-0.1339369
-0.1935102,-0.9574164,-0.08858565
0.1864574,-0.9535382,-0.1339371
-0.1935091,-0.9574164,-0.08858573
0.1864583,-0.9535383,-0.1339372
-0.1935086,-0.9574163,-0.0885858
0.1864593,-0.9535381,-0.1339373
-0.1935073,-0.9574167,-0.08858598
0.1864609,-0.9535377,-0.1339374
-0.193506,-0.9574168,-0.0885862
0.1864614,-0.9535378,-0.1339376
-0.1935052,-0.9574168,-0.08858621
0.1864629,-0.9535376,-0.1339375
-0.1935037,-0.9574171,-0.08858645
0.1864637,-0.9535375,-0.1339379
-0.1935029,-0.9574171,-0.08858664
0.1864647,-0.9535374,-0.1339379
-0.1935018,-0.9574173,-0.08858682
0.1864661,-0.9535372,-0.133938
-0.1935005,-0.9574174,-0.08858693
0.1869049,-0.9537683,-0.1318116
-0.1911929,-0.9589961,-0.07687476
0.1879047,-0.9541975,-0.1263625
-0.1854118,-0.9622471,-0.04587886
0.188692,-0.9543637,-0.1219308
-0.180464,-0.9641077,-0.02068189
0.1891911,-0.9543645,-0.1187993
-0.1770617,-0.9649503,-0.002959115
0.1893803,-0.9542927,-0.1171189
-0.175524,-0.9652027,0.006496543
0.1892476,-0.954204,-0.116976
-0.1760234,-0.9651175,0.007253006
0.1887951,-0.9541034,-0.1183838
-0.1785637,-0.9647133,-0.0007517878
0.1880325,-0.9539446,-0.1212806
-0.1829785,-0.9637698,-0.01720525
0.1869823,-0.9536413,-0.1255389
-0.1889384,-0.9618743,-0.04141531
0.1857039,-0.9531015,-0.13098
-0.1958826,-0.9585389,-0.07225879
0.1844854,-0.9523436,-0.13685
-0.2022962,-0.9538583,-0.1055117
0.2540667,-0.9424384,-0.1023895
-0.2016965,-0.9542575,-0.09642932
0.1956854,-0.9570704,-0.01559318
-0.1315613,-0.9707046,-0.05418361
-0.1864531,0.9535389,0.1339367
0.08940491,0.6767099,-0.2696768
-0.1639066,0.6741254,-0.2394422
0.1935142,0.9574158,0.08858483
-0.1864552,0.9535383,0.133937
0.1935124,0.9574161,0.08858532
-0.1864557,0.9535383,0.1339369
0.1935116,0.9574163,0.08858529
-0.1864563,0.9535383,0.133937
0.1935104,0.9574165,0.08858556
-0.186457,0.9535381,0.1339372
0.1935095,0.9574168,0.08858567
-0.1864575,0.9535381,0.1339372
0.1935088,0.9574169,0.08858585
-0.1864588,0.9535377,0.1339372
0.1935078,0.9574172,0.08858601
-0.1864587,0.9535376,0.1339374
0.1935071,0.9574173,0.08858605
-0.1864599,0.9535375,0.1339374
0.193506,0.9574174,0.08858621
-0.1864599,0.9535375,0.1339375
0.1935052,0.9574177,0.08858639
-0.1864614,0.9535372,0.1339375
0.1935044,0.9574178,0.08858633
-0.1864618,0.9535372,0.1339376
0.1935034,0.9574181,0.08858661
-0.1866997,0.9536491,0.1329716
0.1921777,0.9582817,0.08278134
-0.1875917,0.9541026,0.1279856
0.1870234,0.9614643,0.0541446
-0.1884068,0.9543309,0.1235025
0.1820709,0.9635712,0.028658
-0.1889405,0.954371,0.1202838
0.1785973,0.9645941,0.01046073
-0.1891708,0.9543165,0.1184843
0.1769223,0.9649531,0.0003699921
-0.189088,0.9542291,0.1181918
0.1772188,0.9649076,-0.001166068
-0.1886956,0.9541235,0.1194197
0.1794885,0.9644971,0.005916405
-0.1880122,0.9539658,0.1220983
0.1835457,0.9635369,0.02125482
-0.1870805,0.9536857,0.1260546
0.188991,0.9616876,0.04392271
-0.1859915,0.9532175,0.1309288
0.1951193,0.9586526,0.0719149
-0.1849097,0.9525756,0.1360058
0.2008675,0.9546004,0.1010977
-0.2537912,0.9421733,0.1078697
0.2006564,0.9547458,0.09443916
-0.1961767,0.9568918,0.02034312
0.1305552,0.9709263,0.0531126
0.5380338,-0.8044945,-0.1588975
0.0846974,-0.5972598,-0.4180243
0.3190846,-0.4978968,-0.434665
0.1864529,-0.953539,-0.1339366
0.5380354,-0.8044934,-0.1588977
0.1864554,-0.9535387,-0.1339369
0.5380361,-0.8044929,-0.1588973
0.186456,-0.9535385,-0.1339369
0.5380364,-0.8044927,-0.158898
0.1864574,-0.9535382,-0.1339371
0.5380369,-0.8044924,-0.1588977
0.1864583,-0.9535383,-0.1339372
0.5380382,-0.8044912,-0.1588978
0.1864593,-0.9535381,-0.1339373
0.5380383,-0.8044915,-0.1588979
0.1864609,-0.9535377,-0.1339374
0.5380387,-0.8044911,-0.1588978
0.1864614,-0.9535378,-0.1339376
0.5380393,-0.8044907,-0.1588979
0.1864629,-0.9535376,-0.1339375
0.53804,-0.8044901,-0.1588979
0.1864637,-0.9535375,-0.1339379
0.5380404,-0.8044899,-0.1588978
0.1864647,-0.9535374,-0.1339379
0.5380411,-0.8044894,-0.1588982
0.1864661,-0.9535372,-0.133938
0.5371999,-0.8032234,-0.1674574
0.1869049,-0.9537683,-0.1318116
0.5348401,-0.7998071,-0.1884079
0.1879047,-0.9541975,-0.1263625
0.5328912,-0.7964606,-0.2053144
0.188692,-0.9543637,-0.1219308
0.5317037,-0.7936304,-0.2171302
0.1891911,-0.9543645,-0.1187993
0.5315564,-0.7916335,-0.2232643
0.1893803,-0.9542927,-0.1171189
0.5325965,-0.7906678,-0.2233771
0.1892476,-0.954204,-0.116976
0.5348042,-0.7907783,-0.2173989
0.1887951,-0.9541034,-0.1183838
0.5379739,-0.7918555,-0.2055539
0.1880325,-0.9539446,-0.1212806
0.5417119,-0.7936803,-0.1884051
0.1869823,-0.9536413,-0.1255389
0.5453362,-0.7960305,-0.1672169
0.1857039,-0.9531015,-0.13098
0.5479108,-0.7985545,-0.1455467
0.1844854,-0.9523436,-0.13685
0.5511678,-0.8022771,-0.09787804
0.2540667,-0.9424384,-0.1023895
-0.538034,0.8044943,0.1588979
-0.1639066,0.6741254,-0.2394422
-0.3982939,0.5747624,-0.2228014
-0.1864531,0.9535389,0.1339367
-0.5380361,0.8044932,0.1588978
-0.1864552,0.9535383,0.133937
-0.5380365,0.8044926,0.1588976
-0.1864557,0.9535383,0.1339369
-0.5380368,0.8044924,0.1588978
-0.1864563,0.9535383,0.133937
-0.5380376,0.8044919,0.1588978
-0.186457,0.9535381,0.1339372
-0.5380379,0.8044918,0.1588978
-0.1864575,0.9535381,0.1339372
-0.5380393,0.8044908,0.1588979
-0.1864588,0.9535377,0.1339372
-0.5380396,0.8044902,0.158898
-0.1864587,0.9535376,0.1339374
-0.5380403,0.80449,0.1588981
-0.1864599,0.9535375,0.1339374
-0.5380406,0.8044894,0.1588979
-0.1864599,0.9535375,0.1339375
-0.5380415,0.8044891,0.1588979
-0.1864614,0.9535372,0.1339375
-0.5380419,0.8044888,0.158898
-0.1864618,0.9535372,0.1339376
-0.537733,0.8039311,0.1624776
-0.1866997,0.9536491,0.1329716
-0.5355189,0.8009472,0.1821062
-0.1875917,0.9541026,0.1279856
-0.5333959,0.7976066,0.2001589
-0.1884068,0.9543309,0.1235025
-0.5319353,0.7946827,0.2133251
-0.1889405,0.954371,0.1202838
-0.5314395,0.7925114,0.2209625
-0.1891708,0.9543165,0.1184843
-0.5320932,0.7913244,0.2226695
-0.189088,0.9542291,0.1181918
-0.5339192,0.7912081,0.2183147
-0.1886956,0.9541235,0.1194197
-0.5367571,0.7920917,0.2080624
-0.1880122,0.9539658,0.1220983
-0.5402538,0.7937785,0.1924277
-0.1870805,0.9536857,0.1260546
-0.5438229,0.7960101,0.1725624
-0.1859915,0.9532175,0.1309288
-0.5466528,0.798445,0.1512844
-0.1849097,0.9525756,0.1360058
-0.5501278,0.8019365,0.1089365
-0.2537912,0.9421733,0.1078697
0.8077044,-0.5329727,-0.1596679
0.3190846,-0.4978968,-0.434665
0.4988651,-0.3168823,-0.4351786
0.5380338,-0.8044945,-0.1588975
0.8077056,-0.5329709,-0.1596681
0.5380354,-0.8044934,-0.1588977
0.8077061,-0.5329708,-0.1596676
0.5380361,-0.8044929,-0.1588973
0.8077061,-0.5329705,-0.1596682
0.5380364,-0.8044927,-0.158898
0.8077067,-0.5329699,-0.159668
0.5380369,-0.8044924,-0.1588977
0.8077077,-0.5329683,-0.1596681
0.5380382,-0.8044912,-0.1588978
