X,Y,Z
-1.47401,-0.02005414,-3.188548
-1.470378,0.03020051,-3.163828
-1.470341,0.03461682,-3.162259
-1.475259,0.03706507,-3.172424
-1.474904,0.03245397,-3.173184
-1.480005,0.03728611,-3.182957
-1.465868,0.02598365,-3.155169
-1.465441,0.03003546,-3.152851
-1.479273,0.03265742,-3.182879
-1.484398,0.03527146,-3.193452
-1.461547,0.01996546,-3.14754
-1.460747,0.02349705,-3.144563
-1.483316,0.03080308,-3.192539
-1.488268,0.03109854,-3.203506
-1.457583,0.0123772,-3.141235
-1.45644,0.01525286,-3.137712
-1.486878,0.02696216,-3.201793
-1.491467,0.02492772,-3.212733
-1.454126,0.003510483,-3.136495
-1.452684,0.005619705,-3.132563
-1.489823,0.02128231,-3.210286
-1.493872,0.01699613,-3.220778
-1.45131,-0.006293952,-3.133503
-1.449625,-0.005032234,-3.129313
-1.492037,0.01398177,-3.217691
-1.49539,0.007608593,-3.227332
-1.449243,-0.01665932,-3.132375
-1.44738,-0.01629358,-3.128087
-1.493434,0.005341135,-3.223724
-1.495964,-0.002874158,-3.232143
-1.448005,-0.02718729,-3.133152
-1.446034,-0.02773159,-3.128932
-1.493962,-0.004307576,-3.228152
-1.49557,-0.01404926,-3.235027
-1.447643,-0.03747327,-3.135806
-1.445641,-0.03890669,-3.131815
-1.4936,-0.01459356,-3.230806
-1.494225,-0.02548727,-3.235871
-1.448171,-0.04712199,-3.140234
-1.446214,-0.04938944,-3.136626
-1.492361,-0.02512154,-3.231584
-1.49198,-0.03674863,-3.234645
-1.449568,-0.05576263,-3.146267
-1.447733,-0.05877699,-3.14318
-1.490295,-0.03548691,-3.230455
-1.48892,-0.04740056,-3.231395
-1.451782,-0.06306316,-3.153672
-1.450138,-0.06670857,-3.151225
-1.487479,-0.04529135,-3.227463
-1.485165,-0.05703371,-3.226246
-1.454726,-0.06874302,-3.162165
-1.453337,-0.0728794,-3.160452
-1.484022,-0.05415806,-3.222724
-1.480857,-0.0652779,-3.219395
-1.458289,-0.07258393,-3.171419
-1.457207,-0.07705231,-3.170506
-1.480057,-0.06174631,-3.216418
-1.476163,-0.07181631,-3.211107
-1.462332,-0.07443828,-3.181079
-1.4616,-0.07906696,-3.181001
-1.475737,-0.06776451,-3.20879
-1.471264,-0.07639768,-3.201699
-1.4667,-0.07423482,-3.190774
-1.466346,-0.07884592,-3.191534
-1.471227,-0.07198137,-3.20013
-1.45937,-0.06811553,-3.172332
-1.463064,-0.06980961,-3.181157
-1.467055,-0.06962373,-3.190013
-1.47119,-0.06756507,-3.198561
-1.47531,-0.06371272,-3.206472
-1.479257,-0.05821474,-3.213441
-1.456116,-0.06460664,-3.163877
-1.482879,-0.0512824,-3.219202
-1.453426,-0.05941775,-3.156119
-1.486037,-0.04318213,-3.223531
-1.451404,-0.05274828,-3.149354
-1.48861,-0.03422519,-3.226265
-1.450127,-0.04485453,-3.143843
-1.490498,-0.0247558,-3.227296
-1.449645,-0.03603985,-3.139797
